FAMILY,NAME,TITLE,PRIORITY,BASELINE-IMPACT,DESCRIPTION,SUPPLEMENTAL GUIDANCE,RELATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCESS CONTROL,AC-1,ACCESS CONTROL POLICY AND PROCEDURES,P1,LOW,,,, and guidance. Security program policies and procedures at the organization level may make the need for system-specific policies and procedures unnecessary. The policy can be included as part of the general information security policy for organizations or conversely, can be represented by multiple policies reflecting the complex nature of certain organizations. The procedures can be established for the security program in general and for particular information systems," if needed. The organizational risk management strategy is a key factor in establishing policy and procedures.""	PM-9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCIDENT RESPONSE,IR-10,INTEGRATED INFORMATION SECURITY ANALYSIS TEAM,P0,,The organization establishes an integrated team of forensic/malicious code analysts,,, development of appropriate mitigations, and the deployment of effective defensive measures. For example, when an intrusion is detected, the integrated security analysis team can rapidly develop an appropriate response for operators to implement, correlate the new incident with information on past intrusions, and augment ongoing intelligence development. This enables the team to identify adversary TTPs that are linked to the operations tempo or to specific missions/business functions, and to define responsive actions in a way that does not disrupt the mission/business operations. Ideally," information security analysis teams are distributed within organizations to make the capability more resilient.""	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-1,SYSTEM MAINTENANCE POLICY AND PROCEDURES,P1,LOW,,,, and guidance. Security program policies and procedures at the organization level may make the need for system-specific policies and procedures unnecessary. The policy can be included as part of the general information security policy for organizations or conversely, can be represented by multiple policies reflecting the complex nature of certain organizations. The procedures can be established for the security program in general and for particular information systems," if needed. The organizational risk management strategy is a key factor in establishing policy and procedures.""	PM-9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-1a.,,,,Develops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-1a.1.,,,,A system maintenance policy that addresses purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-1a.2.,,,,Procedures to facilitate the implementation of the system maintenance policy and associated system maintenance controls; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-1b.,,,,Reviews and updates the current:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-1b.1.,,,,System maintenance policy [Assignment: organization-defined frequency]; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-1b.2.,,,,System maintenance procedures [Assignment: organization-defined frequency].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-2,CONTROLLED MAINTENANCE,P2,LOW,,,, and printers. Information necessary for creating effective maintenance records includes, for example: (i) date and time of maintenance; (ii) name of individuals or group performing the maintenance; (iii) name of escort, if necessary; (iv) a description of the maintenance performed; and (v) information system components/equipment removed or replaced (including identification numbers," if applicable). The level of detail included in maintenance records can be informed by the security categories of organizational information systems. Organizations consider supply chain issues associated with replacement components for information systems.""	CM-3",CM-4,MA-4,MP-6,PE-16,SA-12,SI-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-2a.,,,,Schedules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-2b.,,,,Approves and monitors all maintenance activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-2c.,,,,Requires that [Assignment: organization-defined personnel or roles] explicitly approve the removal of the information system or system components from organizational facilities for off-site maintenance or repairs;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-2d.,,,,Sanitizes equipment to remove all information from associated media prior to removal from organizational facilities for off-site maintenance or repairs;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-2e.,,,,Checks all potentially impacted security controls to verify that the controls are still functioning properly following maintenance or repair actions; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-2f.,,,,Includes [Assignment: organization-defined maintenance-related information] in organizational maintenance records.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-2 (1),RECORD CONTENT,,,[Withdrawn: Incorporated into MA-2].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-2 (2),AUTOMATED MAINTENANCE ACTIVITIES,,HIGH,The organization:,,CA-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-2 (2)(a),,,,Employs automated mechanisms to schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-2 (2)(b),,,,Produces up-to date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-3,MAINTENANCE TOOLS,P3,MODERATE,,,, for example, hardware/software diagnostic test equipment and hardware/software packet sniffers. This control does not cover hardware/software components that may support information system maintenance, yet are a part of the system, for example, the software implementing ï¿½ping,ï¿½ ï¿½ls,ï¿½ ï¿½ipconfig,"ï¿½ or the hardware and software implementing the monitoring port of an Ethernet switch.""	MA-2",MA-5,MP-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-3 (1),INSPECT TOOLS,,MODERATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-3 (2),INSPECT MEDIA,,MODERATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-3 (3),PREVENT UNAUTHORIZED REMOVAL,,HIGH,The organization prevents the unauthorized removal of maintenance equipment containing organizational information by:,Organizational information includes all information specifically owned by organizations and information provided to organizations in which organizations serve as information stewards.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-3 (3)(a),,,,Verifying that there is no organizational information contained on the equipment;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-3 (3)(b),,,,Sanitizing or destroying the equipment;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-3 (3)(c),,,,Retaining the equipment within the facility; or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-3 (3)(d),,,,Obtaining an exemption from [Assignment: organization-defined personnel or roles] explicitly authorizing removal of the equipment from the facility.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-3 (4),RESTRICTED TOOL USE,,,The information system restricts the use of maintenance tools to authorized personnel only.,This control enhancement applies to information systems that are used to carry out maintenance functions.,AC-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-4,NONLOCAL MAINTENANCE,P2,LOW,,,, passphrase," or biometric. Enforcing requirements in MA-4 is accomplished in part by other controls.""	AC-2",AC-3,AC-6,AC-17,AU-2,AU-3,IA-2,IA-4,IA-5,IA-8,MA-2,MA-5,MP-6,PL-2,SC-7,SC-10,SC-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-4a.,,,,Approves and monitors nonlocal maintenance and diagnostic activities;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-4b.,,,,Allows the use of nonlocal maintenance and diagnostic tools only as consistent with organizational policy and documented in the security plan for the information system;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-4c.,,,,Employs strong authenticators in the establishment of nonlocal maintenance and diagnostic sessions;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-4d.,,,,Maintains records for nonlocal maintenance and diagnostic activities; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-4e.,,,,Terminates session and network connections when nonlocal maintenance is completed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-4 (1),AUDITING AND REVIEW,,,The organization:,,AU-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-4 (1)(a),,,,Audits nonlocal maintenance and diagnostic sessions [Assignment: organization-defined audit events]; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-4 (1)(b),,,,Reviews the records of the maintenance and diagnostic sessions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-4 (2),DOCUMENT NONLOCAL MAINTENANCE,,MODERATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-4 (3),COMPARABLE SECURITY / SANITIZATION,,HIGH,The organization:,Comparable security capability on information systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-4 (3)(a),,,,Requires that nonlocal maintenance and diagnostic services be performed from an information system that implements a security capability comparable to the capability implemented on the system being serviced; or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-4 (3)(b),,,,Removes the component to be serviced from the information system prior to nonlocal maintenance or diagnostic services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-4 (4),AUTHENTICATION / SEPARATION OF MAINTENANCE SESSIONS,,,The organization protects nonlocal maintenance sessions by:,,SC-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-4 (4)(a),,,,Employing [Assignment: organization-defined authenticators that are replay resistant]; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-4 (4)(b),,,,Separating the maintenance sessions from other network sessions with the information system by either:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-4 (4)(b)(1),,,,Physically separated communications paths; or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-4 (4)(b)(2),,,,Logically separated communications paths based upon encryption.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-4 (5),APPROVALS AND NOTIFICATIONS,,,The organization:,Notification may be performed by maintenance personnel. Approval of nonlocal maintenance sessions is accomplished by organizational personnel with sufficient information security and information system knowledge to determine the appropriateness of the proposed maintenance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-4 (5)(a),,,,Requires the approval of each nonlocal maintenance session by [Assignment: organization-defined personnel or roles]; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-4 (5)(b),,,,Notifies [Assignment: organization-defined personnel or roles] of the date and time of planned nonlocal maintenance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-4 (6),CRYPTOGRAPHIC PROTECTION,,,The information system implements cryptographic mechanisms to protect the integrity and confidentiality of nonlocal maintenance and diagnostic communications.,,SC-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-4 (7),REMOTE DISCONNECT VERIFICATION,,,The information system implements remote disconnect verification at the termination of nonlocal maintenance and diagnostic sessions.,Remote disconnect verification ensures that remote connections from nonlocal maintenance sessions have been terminated and are no longer available for use.,SC-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-5,MAINTENANCE PERSONNEL,P2,LOW,,,, systems integrators, and consultants, may require privileged access to organizational information systems, for example, when required to conduct maintenance activities with little or no notice. Based on organizational assessments of risk," organizations may issue temporary credentials to these individuals. Temporary credentials may be for one-time use or for very limited time periods.""	AC-2",IA-8,MP-2,PE-2,PE-3,PE-4,RA-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-5a.,,,,Establishes a process for maintenance personnel authorization and maintains a list of authorized maintenance organizations or personnel;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-5b.,,,,Ensures that non-escorted personnel performing maintenance on the information system have required access authorizations; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-5c.,,,,Designates organizational personnel with required access authorizations and technical competence to supervise the maintenance activities of personnel who do not possess the required access authorizations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-5 (1),INDIVIDUALS WITHOUT APPROPRIATE ACCESS,,HIGH,The organization:,This control enhancement denies individuals who lack appropriate security clearances (i.e.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-5 (1)(a),,,,Implements procedures for the use of maintenance personnel that lack appropriate security clearances or are not U.S. citizens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-5 (1)(a)(1),,,,Maintenance personnel who do not have needed access authorizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-5 (1)(a)(2),,,,Prior to initiating maintenance or diagnostic activities by personnel who do not have needed access authorizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-5 (1)(b),,,,Develops and implements alternate security safeguards in the event an information system component cannot be sanitized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-5 (2),SECURITY CLEARANCES FOR CLASSIFIED SYSTEMS,,,The organization ensures that personnel performing maintenance and diagnostic activities on an information system processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-5 (3),CITIZENSHIP REQUIREMENTS FOR CLASSIFIED SYSTEMS,,,The organization ensures that personnel performing maintenance and diagnostic activities on an information system processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-5 (4),FOREIGN NATIONALS,,,The organization ensures that:,,PS-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-5 (4)(a),,,,Cleared foreign nationals (i.e.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MA-5 (4)(b),,,,Approvals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-5 (5),NONSYSTEM-RELATED MAINTENANCE,,,The organization ensures that non-escorted personnel performing maintenance activities not directly associated with the information system but in the physical proximity of the system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-6,TIMELY MAINTENANCE,P2,MODERATE,,,,SA-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-6 (1),PREVENTIVE MAINTENANCE,,,The organization performs preventive maintenance on [Assignment: organization-defined information system components] at [Assignment: organization-defined time intervals].,Preventive maintenance includes proactive care and servicing of organizational information systems components for the purpose of maintaining equipment and facilities in satisfactory operating condition. Such maintenance provides for the systematic inspection,, original equipment manufacturer (OEM) recommendations, statistical failure records, requirements of codes, legislation, or regulations within a jurisdiction, expert opinion, maintenance that has already been conducted on similar equipment," or measured values and performance indications.""	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-6 (2),PREDICTIVE MAINTENANCE,,,The organization performs predictive maintenance on [Assignment: organization-defined information system components] at [Assignment: organization-defined time intervals].,Predictive maintenance,, sound level measurements, oil analysis," and other specific online tests.""	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAINTENANCE,MA-6 (3),AUTOMATED SUPPORT FOR PREDICTIVE MAINTENANCE,,,The organization employs automated mechanisms to transfer predictive maintenance data to a computerized maintenance management system.,A computerized maintenance management system maintains a computer database of information about the maintenance operations of organizations and automates processing equipment condition data in order to trigger maintenance planning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIA PROTECTION,MP-1,MEDIA PROTECTION POLICY AND PROCEDURES,P1,LOW,,,, and guidance. Security program policies and procedures at the organization level may make the need for system-specific policies and procedures unnecessary. The policy can be included as part of the general information security policy for organizations or conversely, can be represented by multiple policies reflecting the complex nature of certain organizations. The procedures can be established for the security program in general and for particular information systems," if needed. The organizational risk management strategy is a key factor in establishing policy and procedures.""	PM-9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MP-1a.,,,,Develops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MP-1a.1.,,,,A media protection policy that addresses purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MP-1a.2.,,,,Procedures to facilitate the implementation of the media protection policy and associated media protection controls; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MP-1b.,,,,Reviews and updates the current:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MP-1b.1.,,,,Media protection policy [Assignment: organization-defined frequency]; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MP-1b.2.,,,,Media protection procedures [Assignment: organization-defined frequency].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIA PROTECTION,MP-2,MEDIA ACCESS,P1,LOW,,,, compact disks, and digital video disks. Non-digital media includes, for example, paper and microfilm. Restricting non-digital media access includes, for example, denying access to patient medical records in a community hospital unless the individuals seeking access to such records are authorized healthcare providers. Restricting access to digital media includes, for example," limiting access to design specifications stored on compact disks in the media library to the project leader and the individuals on the development team.""	AC-3",IA-2,MP-4,PE-2,PE-3,PL-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIA PROTECTION,MP-2 (1),AUTOMATED RESTRICTED ACCESS,,,[Withdrawn: Incorporated into MP-4 (2)].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIA PROTECTION,MP-2 (2),CRYPTOGRAPHIC PROTECTION,,,[Withdrawn: Incorporated into SC-28 (1)].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIA PROTECTION,MP-3,MEDIA MARKING,P2,MODERATE,,,, and digital video disks. Non-digital media includes, for example, paper and microfilm. Security marking is generally not required for media containing information determined by organizations to be in the public domain or to be publicly releasable. However, some organizations may require markings for public information indicating that the information is publicly releasable. Marking of information system media reflects applicable federal laws, Executive Orders, directives, policies, regulations, standards," and guidance.""	AC-16",PL-2,RA-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MP-3a.,,,,Marks information system media indicating the distribution limitations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MP-3b.,,,,Exempts [Assignment: organization-defined types of information system media] from marking as long as the media remain within [Assignment: organization-defined controlled areas].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIA PROTECTION,MP-4,MEDIA STORAGE,P1,MODERATE,,,, and digital video disks. Non-digital media includes, for example, paper and microfilm. Physically controlling information system media includes, for example, conducting inventories, ensuring procedures are in place to allow individuals to check out and return media to the media library, and maintaining accountability for all stored media. Secure storage includes, for example, a locked drawer, desk, or cabinet, or a controlled media library. The type of media storage is commensurate with the security category and/or classification of the information residing on the media. Controlled areas are areas for which organizations provide sufficient physical and procedural safeguards to meet the requirements established for protecting information and/or information systems. For media containing information determined by organizations to be in the public domain, to be publicly releasable, or to have limited or no adverse impact on organizations or individuals if accessed by other than authorized personnel, fewer safeguards may be needed. In these situations," physical access controls provide adequate protection.""	CP-6",CP-9,MP-2,MP-7,PE-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MP-4a.,,,,Physically controls and securely stores [Assignment: organization-defined types of digital and/or non-digital media] within [Assignment: organization-defined controlled areas]; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MP-4b.,,,,Protects information system media until the media are destroyed or sanitized using approved equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIA PROTECTION,MP-4 (1),CRYPTOGRAPHIC PROTECTION,,,[Withdrawn: Incorporated into SC-28 (1)].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIA PROTECTION,MP-4 (2),AUTOMATED RESTRICTED ACCESS,,,The organization employs automated mechanisms to restrict access to media storage areas and to audit access attempts and access granted.,Automated mechanisms can include,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIA PROTECTION,MP-5,MEDIA TRANSPORT,P1,MODERATE,,,, and digital video disks. Non-digital media includes, for example, paper and microfilm. This control also applies to mobile devices with information storage capability (e.g., smart phones, tablets, E-readers), that are transported outside of controlled areas. Controlled areas are areas or spaces for which organizations provide sufficient physical and/or procedural safeguards to meet the requirements established for protecting information and/or information systems. Physical and technical safeguards for media are commensurate with the security category or classification of the information residing on the media. Safeguards to protect media during transport include, for example, locked containers and cryptography. Cryptographic mechanisms can provide confidentiality and integrity protections depending upon the mechanisms used. Activities associated with transport include the actual transport as well as those activities such as releasing media for transport and ensuring that media enters the appropriate transport processes. For the actual transport, authorized transport and courier personnel may include individuals from outside the organization (e.g., U.S. Postal Service or a commercial transport or delivery service). Maintaining accountability of media during transport includes, for example, restricting transport activities to authorized personnel, and tracking and/or obtaining explicit records of transport activities as the media moves through the transportation system to prevent and detect loss, destruction," or tampering. Organizations establish documentation requirements for activities associated with the transport of information system media in accordance with organizational assessments of risk to include the flexibility to define different record-keeping methods for the different types of media transport as part of an overall system of transport-related records.""	AC-19",CP-9,MP-3,MP-4,RA-3,SC-8,SC-13,SC-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MP-5a.,,,,Protects and controls [Assignment: organization-defined types of information system media] during transport outside of controlled areas using [Assignment: organization-defined security safeguards];,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MP-5b.,,,,Maintains accountability for information system media during transport outside of controlled areas;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MP-5c.,,,,Documents activities associated with the transport of information system media; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MP-5d.,,,,Restricts the activities associated with the transport of information system media to authorized personnel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIA PROTECTION,MP-5 (1),PROTECTION OUTSIDE OF CONTROLLED AREAS,,,[Withdrawn: Incorporated into MP-5].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIA PROTECTION,MP-5 (2),DOCUMENTATION OF ACTIVITIES,,,[Withdrawn: Incorporated into MP-5].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIA PROTECTION,MP-5 (3),CUSTODIANS,,,The organization employs an identified custodian during transport of information system media outside of controlled areas.,Identified custodians provide organizations with specific points of contact during the media transport process and facilitate individual accountability. Custodial responsibilities can be transferred from one individual to another as long as an unambiguous custodian is identified at all times.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIA PROTECTION,MP-5 (4),CRYPTOGRAPHIC PROTECTION,,MODERATE,,,," E-readers).""	MP-2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIA PROTECTION,MP-6,MEDIA SANITIZATION,P1,LOW,,,, notebook computers, workstations, network components, and mobile devices. The sanitization process removes information from the media such that the information cannot be retrieved or reconstructed. Sanitization techniques, including clearing, purging, cryptographic erase, and destruction, prevent the disclosure of information to unauthorized individuals when such media is reused or released for disposal. Organizations determine the appropriate sanitization methods recognizing that destruction is sometimes necessary when other methods cannot be applied to media requiring sanitization. Organizations use discretion on the employment of approved sanitization techniques and procedures for media containing information deemed to be in the public domain or publicly releasable, or deemed to have no adverse impact on organizations or individuals if released for reuse or disposal. Sanitization of non-digital media includes, for example, removing a classified appendix from an otherwise unclassified document," or redacting selected sections or words from a document by obscuring the redacted sections/words in a manner equivalent in effectiveness to removing them from the document. NSA standards and policies control the sanitization process for media containing classified information.""	MA-2",MA-4,RA-3,SC-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MP-6a.,,,,Sanitizes [Assignment: organization-defined information system media] prior to disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MP-6b.,,,,Employs sanitization mechanisms with the strength and integrity commensurate with the security category or classification of the information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIA PROTECTION,MP-6 (1),REVIEW / APPROVE / TRACK / DOCUMENT / VERIFY,,HIGH,The organization reviews,,, specific files stored on the media, sanitization methods used, date and time of the sanitization actions, personnel who performed the sanitization, verification actions taken, personnel who performed the verification," and disposal action taken. Organizations verify that the sanitization of the media was effective prior to disposal.""	SI-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDIA PROTECTION,MP-6 (2),EQUIPMENT TESTING,,HIGH,The organization tests sanitization equipment and procedures [Assignment: organization-defined frequency] to verify that the intended sanitization is being achieved.,Testing of sanitization equipment and procedures may be conducted by qualified and authorized external entities (e.g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
